"Keyword","SERP Position","Avg. Search Volume (Last 12 months)","Estimated Visits","Location","CPC/USD","PPC","Keyword Difficulty","Keyword interest growth (%)","Content Type","Search Intent","Keyword Opportunities","Serp Features","Search Volume 4/2015","Search Volume 5/2015","Search Volume 6/2015","Search Volume 7/2015","Search Volume 8/2015","Search Volume 9/2015","Search Volume 10/2015","Search Volume 11/2015","Search Volume 12/2015","Search Volume 1/2016","Search Volume 2/2016","Search Volume 3/2016","Search Volume 4/2016","Search Volume 5/2016","Search Volume 6/2016","Search Volume 7/2016","Search Volume 8/2016","Search Volume 9/2016","Search Volume 10/2016","Search Volume 11/2016","Search Volume 12/2016","Search Volume 1/2017","Search Volume 2/2017","Search Volume 3/2017","Search Volume 4/2017","Search Volume 5/2017","Search Volume 6/2017","Search Volume 7/2017","Search Volume 8/2017","Search Volume 9/2017","Search Volume 10/2017","Search Volume 11/2017","Search Volume 12/2017","Search Volume 1/2018","Search Volume 2/2018","Search Volume 3/2018","Search Volume 4/2018","Search Volume 5/2018","Search Volume 6/2018","Search Volume 7/2018","Search Volume 8/2018","Search Volume 9/2018","Search Volume 10/2018","Search Volume 11/2018","Search Volume 12/2018","Search Volume 1/2019","Search Volume 2/2019","Search Volume 3/2019","Search Volume 4/2019","Search Volume 5/2019","Search Volume 6/2019","Search Volume 7/2019","Search Volume 8/2019","Search Volume 9/2019","Search Volume 10/2019","Search Volume 11/2019","Search Volume 12/2019","Search Volume 1/2020","Search Volume 2/2020","Search Volume 3/2020","Search Volume 4/2020","Search Volume 5/2020","Search Volume 6/2020","Search Volume 7/2020","Search Volume 8/2020","Search Volume 9/2020","Search Volume 10/2020","Search Volume 11/2020","Search Volume 12/2020","Search Volume 1/2021","Search Volume 2/2021","Search Volume 3/2021","Search Volume 4/2021","Search Volume 5/2021","Search Volume 6/2021","Search Volume 7/2021","Search Volume 8/2021","Search Volume 9/2021","Search Volume 10/2021","Search Volume 11/2021","Search Volume 12/2021","Search Volume 1/2022","Search Volume 2/2022","Search Volume 3/2022","Search Volume 4/2022","Search Volume 5/2022","Search Volume 6/2022","Search Volume 7/2022","Search Volume 8/2022","Search Volume 9/2022","Search Volume 10/2022","Search Volume 11/2022","Search Volume 12/2022","Search Volume 1/2023","Search Volume 2/2023","Search Volume 3/2023","Search Volume 4/2023","Search Volume 5/2023","Search Volume 6/2023","Search Volume 7/2023","Search Volume 8/2023","Search Volume 9/2023","Search Volume 10/2023","Search Volume 11/2023","Search Volume 12/2023","Search Volume 1/2024","Search Volume 2/2024","Search Volume 3/2024","Search Volume 4/2024","Search Volume 5/2024","Search Volume 6/2024","Search Volume 7/2024","Search Volume 8/2024","Search Volume 9/2024","Search Volume 10/2024","Search Volume 11/2024","Search Volume 12/2024","Search Volume 1/2025","Search Volume 2/2025","Search Volume 3/2025","Search Volume 4/2025","Search Volume 5/2025","Search Volume 6/2025","Search Volume 7/2025","Search Volume 8/2025","Search Volume 9/2025","Search Volume 10/2025","Search Volume 11/2025","Search Volume 12/2025"
"diseño de webs",5,170,7,"Spain","4.87",37,39,-24,"CORPORATE_BLOG_POSTS","","Missing words in title","Map Pack","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,320,320,320,320,260,260,260,260,170,110,140,110,170,170,110,170,140,140,110,110,90,70,90,90,140,110,90,140,140,140,170,170,110,140,110,210,210,170,140,170,170,210,210,170,140,170,110,140,170,170,170,210,170,210,210,210,110,70,70,320,140,140,110
"diseño web",5,8100,379,"Spain","5.43",28,36,-46,"HOMEPAGES","informational","","Knowledge Graph, People Also Ask","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,14800,12100,12100,12100,9900,9900,9900,12100,12100,9900,9900,12100,9900,12100,8100,9900,8100,6600,8100,8100,8100,8100,6600,8100,8100,9900,8100,9900,6600,6600,6600,8100,9900,8100,8100,9900,8100,9900,8100,8100,8100,6600,5400,6600,9900,8100,6600,9900,12100,12100,12100,9900,6600,5400,4400,18100,5400,4400,3600
"diseño web ecommerce",5,320,15,"Spain","17.93",18,19,58,"","","","","","","","","10","10","10","10","30","20","30",30,30,30,20,10,10,20,20,20,10,10,20,"20","20","20","10","10","10","20","20","50","20","20","20","20","20","50","70","90","70","50","30","20",20,20,70,140,110,110,90,30,10,40,50,30,40,50,50,40,70,50,50,50,30,40,110,70,90,90,70,90,110,70,70,40,70,70,110,90,40,50,110,50,50,40,50,70,70,50,110,70,50,70,90,50,70,50,70,50,50,70,70,30,50,70,70,70,50,90,50,70,110,70,70,50,70,140,590,720,720,390,110,50,50,880,140,110,50
"diseño web ejemplos",5,140,6,"Spain","1.29",15,17,-8,"","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,170,260,260,260,320,210,170,140,90,170,170,170,140,170,140,170,170,170,90,90,90,170,170,140,140,140,140,170,140,170,90,90,70,170,140,210,140,170,140,170,140,140,110,110,90,170,140,110,140,140,140,210,170,140,70,50,70,210,140,110,110
"ecommerce in spain",5,210,9,"Spain","5.06",56,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","40","50","40","30","20","50","40","70","40","70","70","70","70","70","70","50","40","50","70","50",40,30,40,50,20,40,30,50,10,40,50,70,40,70,50,70,70,90,50,30,50,70,70,70,50,70,70,70,70,70,40,50,40,50,70,70,50,70,70,70,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,320,390,320,210,170,140,110,480,210,110,90
"ejemplos de diseños web",5,110,5,"Spain","",5,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,110,140,140,90,30,20,40,390,90,90,50
"empresa crear pagina web",5,110,5,"Spain","10.74",37,36,-30,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,110,170,110,170,140,140,140,140,110,140,110,170,170,140,70,140,110,140,110,90,70,40,50,90,90,170,90,140,110,110,90,140,90,140,70,140,140,110,140,140,170,140,110,90,110,70,70,110,70,90,110,140,110,210,170,140,110,70,40,260,90,50,50
"empresa de posicionamiento en google",5,260,12,"Spain","23.55",40,,-11,"","","","","","","","","","","","","","","",,10,10,10,10,10,10,10,10,10,10,10,"20","","","","","","","","","","","","","","","","","","","","",,,70,50,30,40,70,50,30,10,20,30,50,30,10,10,10,20,10,10,10,0,0,0,0,110,140,140,110,70,30,30,40,20,30,30,20,30,30,20,20,50,30,50,30,50,50,50,70,50,90,110,50,50,70,30,40,50,70,70,70,90,50,50,70,110,90,110,70,110,110,110,140,210,260,320,480,390,170,110,110,720,140,110,70
"empresas de pagina web",5,320,15,"Spain","11.63",36,,-32,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,90,140,210,170,140,260,170,210,170,140,90,90,110,140,140,210,140,170,140,110,140,90,170,140,140,210,320,320,320,210,390,590,390,320,260,210,260,320,260,260,260,260,480,590,480,390,260,140,110,880,210,210,110
"estudio de diseño web",5,320,15,"Spain","4.25",11,29,144,"HOMEPAGES","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,30,20,40,30,70,50,70,70,50,50,70,20,30,40,50,70,30,50,40,40,20,10,40,40,20,10,30,30,50,20,30,40,40,30,30,50,40,40,40,30,20,50,50,40,30,50,50,50,30,50,40,50,40,40,40,30,50,90,40,20,30,90,480,480,480,210,90,70,70,1300,90,90,40
"facebook en españa",5,165000,7738,"Spain","",,,-45,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301000,301000,301000,301000,301000,301000,301000,301000,246000,246000,246000,246000,246000,246000,246000,246000,246000,246000,201000,201000,165000,201000,165000,165000,165000,165000,135000,135000,135000
"google partners premier",5,110,5,"Spain","8.97",15,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,140,170,140,90,170,210,170,140,110,90,70,,,,,,70,110,320,170,110,70,70,50,170,140,110,70
"google premier partner",5,110,5,"Spain","8.97",15,18,,"DOCUMENTATION, LISTICLES","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,140,170,140,90,170,210,170,140,110,90,70,,,,,,70,110,320,170,110,70,70,50,170,140,110,70
"guia cookies aepd",5,110,5,"Spain","13.41",15,,-30,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","0","0","0","0","0",0,0,0,0,0,0,0,,,,,480,260,170,170,170,170,170,140,210,170,320,480,390,260,210,210,210,170,210,260,170,70,140,140,170,90,140,140,170,140,170,210,110,70,90,140,170,90,140,140,170,110,140,140,390,140,320,210,,,,,,,320,170,170,70,140,170,210,90,140,110,140,140,140,110,110,40,110,110,110,110
"justificar un texto",5,1000,46,"Spain","",,,8,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,1900,1900,1600,1300,1300,1600,1600,1900,1300,720,390,1000,1600,1300,1000,1000,1000,1300,1000,1600,1000,480,480,880,1600,1600,1000
"llms txt",5,720,33,"Spain","0.66",15,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,390,1000,880,720,1000,1000,720,720,880,590,590
"nail friends",5,110,5,"Spain","1.05",20,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,210,210,110,140,170,140,170,140,260,260,260,,,,,,,,,,,,,,,,,,110,90,140,140,140,110,140,110,110,70,70,140
"oficinas google españa",5,170,7,"Spain","",0,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,260,210,210,140,210,260,170,260,210,210,170,,,,,,170,170,210,140,140,170,110,140,170,170,170,110
"okasional beer",5,2400,112,"Spain","0.20",10,,84,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,590,590,720,590,480,480,390,480,390,480,720,,,,,,,,,,,1300,1600,1600,1900,1900,2400,2900,2400,2400,2400,2400,2400,2900,3600,2900,2900
"open-graph",5,320,15,"Spain","1.99",0,,0,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,320,320,390,390,320,320,390,320,320,210,260,320,390,260,320,320,320,260,320,260,260,260,720,390,320,260
"pagina web logo",5,140,6,"Spain","1.43",1,,-19,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,170,210,140,170,210,210,260,390,210,140,110,170,260,320,210,260,260,260,210,320,210,110,70,140,210,260,210,210,210,210,170,210,140,90,70,140,170,210,140,210,210,170,140,170,140,70,70,140,170,210,140,170,140,140,170,210,140,110,70,140,210,170,140,170,170,170,140,260,140,110,50,110,170,140,110
"posicionamiento google barcelona",5,170,7,"Spain","",17,13,71,"HOMEPAGES","","Missing words in title","AI Overview, People Also Ask","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,10,10,30,20,30,70,90,70,110,90,20,30,70,90,50,40,10,40,20,70,390,260,590,480,480,480,880,320,590,390,140,390,390,1600,260,30,90,30,50,50,40,50,70,170,50,70,40,70,70,50,50,70,50,50,70,70,70,70,210,210,260,170,90,70,40,480,110,140,110
"premier partner google",5,110,5,"Spain","8.97",15,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,110,320,170,110,70,70,50,170,140,110,70
"seo crawler",5,110,5,"Spain","",11,20,-74,"HOMEPAGES","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,110,90,90,40,90,110,140,70,110,110,110,90,140,90,70,70,90,110,110,170,110,110,140,110,110,140,110,140,170,170,260,140,170,140,140,140,140,140,140,140,210,320,260,140,170,170,210,170,140,90,70,50,210,90,50,50
"seo en shopify",5,260,12,"Spain","4.20",40,20,-54,"DOCUMENTATION, CORPORATE_BLOG_POSTS","","Missing words in title","People Also Ask","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,320,320,260,210,210,210,140,210,210,210,170,210,260,260,170,170,170,170,170,210,210,210,210,210,260,260,210,320,260,260,260,260,320,320,210,260,590,390,390,260,320,390,260,260,260,320,260,320,480,590,390,390,170,140,140,260,170,110,110
"seo web crawler",5,110,5,"Spain","",11,,-74,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,110,90,90,40,90,110,140,70,110,110,110,90,140,90,70,70,90,110,110,170,110,110,140,110,110,140,110,140,170,170,260,140,170,140,140,140,140,140,140,140,210,320,260,140,170,170,210,170,140,90,70,50,210,90,50,50
"shop retailers",5,320,15,"Spain","",3,,-82,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,260,320,260,210,210,210,320,320,590,2400,1000,260,260,260,260,260,260,210,210,210,210,170
"tendencias en la web",5,110,5,"Spain","2.11",2,,283,"","","","","","","","","","","0","10","10","10","10",10,10,10,10,10,10,10,0,10,10,10,0,"10","10","10","10","0","","","","","","","","","","","","","","","","",,,70,70,50,50,50,50,50,50,70,50,50,90,50,50,70,50,30,20,40,40,50,40,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,40,170,210,170,90,10,20,40,480,50,90,90
"tendencias web",5,110,5,"Spain","2.11",2,23,229,"CORPORATE_BLOG_POSTS, YOUTUBE","","","People Also Ask","","","","","","","90","50","50","70","90",70,90,50,50,50,40,70,90,90,50,90,70,"90","70","110","70","90","40","70","70","70","70","70","70","70","40","70","50","40","40","50","50","70",40,70,70,70,50,50,50,50,50,50,70,50,50,90,50,50,70,50,30,20,40,40,50,40,30,50,50,50,30,30,30,30,20,40,40,30,20,30,30,50,40,30,20,30,30,30,10,10,20,30,20,30,20,30,20,30,20,40,40,20,10,40,20,30,40,20,20,20,10,10,20,30,20,40,170,210,170,90,10,20,40,480,50,90,90
"text justified",5,110,5,"Spain","",,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,210,170,260,170,210,170,210,170,210,170,140,,,,,,,,,,,,,,,,,,110,140,170,170,140,110,90,90,110,140,140,90
"webmaster bing tools",5,2400,112,"Spain","7.54",0,,43,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,1000,880,880,1000,1000,1000,1000,1300,1000,1300,1000,,,,,,,1600,1300,1900,1900,2400,1900,2400,2400,2900,1900,2400,2400,1900,1900
"website google fonts",5,49500,2321,"Spain","1.34",,,-7,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49500,74000,74000,60500,60500,60500,49500,40500,33100,49500,74000,60500,49500,60500,60500,74000,60500,60500,49500,40500,33100,49500,60500,60500,49500
"zintex",5,320,15,"Spain","1.68",15,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,480,390,390,170,480,480,480,320,480,390,260,,,,,,,,,,,,,,,,,,390,390,390,260,390,320,260,170,390,390,320,210
"zoco cuero",5,880,41,"Spain","0.20",68,,63,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,110,50,50,70,110,90,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590,590,590,590,880,720,880,720,880,880,880,880,1000,1000
"ads bing",6,1900,64,"Spain","16.56",11,,-11,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,1600,2400,1900,1900,2400,2400,2400,1900,1300,1900,1900,1900,1600,1900,1900,2400,1900,1900,1900,2400,1300,1600,1600,1600,1600
"agencia seo barcelona",6,2900,98,"Spain","11.86",14,15,4,"HOMEPAGES","commercial, navigational","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,880,880,880,880,880,880,720,880,880,880,1000,880,720,1300,1000,1000,1000,1000,1000,1300,880,1600,880,1300,880,1600,1300,1000,1000,1000,1000,1600,1000,1000,1000,2900,2900,2400,1600,1600,1300,1300,1900,1900,1900,2400,2900,3600,4400,2900,1900,2400,2400,5400,2400,1900,1600
"ainhoa twitter",6,260,8,"Spain","",,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,50,40,70,70,110,320,480,480,590,590,390
"analisis backlinks",6,140,4,"Spain","",1,35,200,"","","","","","","","","","","","","","","",,,,,,,,,,10,10,10,"10","10","10","10","10","10","10","10","10","","","","","","","","","","","","",,,,10,20,10,10,20,10,10,10,20,20,20,20,20,10,10,20,50,30,30,20,30,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,10,10,30,10,10,10,10,10,10,10,20,10,20,40,170,210,210,70,10,10,10,720,50,50,
"bing webmaster",6,2400,81,"Spain","7.54",0,27,,"LISTICLES","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,260,320,210,320,260,260,260,320,260,320,260,,,,,,,,,1900,1900,2400,1900,2400,2400,2900,1900,2400,2400,1900,1900
"bing webmasters",6,2400,81,"Spain","7.54",0,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,260,320,210,320,260,260,260,320,260,320,260,,,,,,,,,1900,1900,2400,1900,2400,2400,2900,1900,2400,2400,1900,1900
"browsers used",6,720,24,"Spain","",0,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1300,1300,720,880,720,720,480,390,480,480,320
"cuantos usuarios tiene facebook",6,110,3,"Spain","",,,6,"","","","","","","","","","","","","","","",,210,210,140,140,110,170,140,140,140,170,210,"260","210","260","170","140","90","110","260","260","170","260","210","320","320","260","170","110","110","170","210","260",140,210,170,170,260,210,170,170,110,170,210,260,140,210,210,210,260,320,260,170,170,210,320,320,260,260,260,260,260,260,170,110,140,170,390,260,140,170,210,170,260,210,140,70,70,210,170,210,110,140,170,170,,,,,,,,,,,,,,,,,,,,,110,210,140,90,140,140,110,110,70,110,170,90,90
"desindexar",6,320,10,"Spain","",,,0,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,480,480,390,320,260,170,260,390,320,320,390,320,390,320,320,260,210,170,260,390,320,320
"diseno de paginas web",6,390,13,"Spain","",7,33,-18,"CORPORATE_BLOG_POSTS","","Missing words in title","Map Pack","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,20,20,70,170,210,140,140,170,170,140,110,140,140,70,50,40,70,50,30,40,40,30,50,30,30,30,70,70,70,140,140,140,140,140,140,170,70,90,70,70,70,70,110,110,90,90,90,70,70,90,70,40,50,40,40,140,210,590,590,720,480,590,390,140,880,110,50,20
"diseñador de sitios web",6,590,19,"Spain","9.73",5,32,-17,"HOMEPAGES","","Missing words in title","Map Pack","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590,590,590,480,590,1000,390,320,390,320,320,390,720,720,880,1000,590,720,590,210,1000,320,320,210
"diseñadores de paginas web",6,390,13,"Spain","10.93",47,30,91,"HOMEPAGES","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,140,260,170,140,110,110,110,140,90,90,140,210,480,590,590,480,720,590,210,880,110,390,110
"diseñadores paginas web",6,390,13,"Spain","5.04",34,33,-8,"HOMEPAGES","","Missing words in title","Map Pack","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,320,260,260,260,210,170,140,210,210,170,210,260,480,480,480,390,480,260,140,720,170,260,110
"diseño de pagina web ejemplos",6,110,3,"Spain","1.56",15,,,"","","","","","","","","","","","","","20","20",20,20,30,20,10,10,10,10,10,10,,,"","","","","","","","","","","","","","","","","","","","","",,,40,30,40,40,20,30,20,50,70,90,40,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,170,170,140,140,70,70,50,70,70,70,70
"diseño de paginas web",6,2900,98,"Spain","8.15",33,28,-19,"","informational","Missing words in title","People Also Ask","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,2900,2900,2900,2900,2400,2900,2900,2900,2400,2400,2400,2900,2900,2900,1900,2400,2400,2400,1600,2400,1900,1300,1900,1900,1900,1900,1600,1900,1900,2400,1900,1900,1600,1300,1600,2400,2900,2400,2400,2400,2400,2400,2400,2400,1900,1600,1600,1600,1900,1300,1600,2400,3600,4400,4400,2900,2900,1600,1300,5400,1600,1300,1000
"diseño de web ejemplos",6,110,3,"Spain","",5,,156,"","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,0,0,0,0,0,,,,20,20,10,20,10,20,20,20,20,20,10,30,30,30,20,30,30,40,30,40,20,20,10,20,20,20,20,20,20,20,30,40,20,20,20,30,20,30,30,30,50,40,20,30,40,30,30,40,30,50,30,50,20,20,50,30,30,20,20,30,40,30,20,50,110,140,140,90,30,20,40,390,90,90,50
"diseño paginas web",6,1000,33,"Spain","10.27",34,43,-52,"","","Missing words in title","People Also Ask","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,2400,1900,1900,1600,1600,1600,1600,1300,1600,1600,1600,1600,1600,1600,1300,1300,1300,1300,1000,1000,1000,880,1000,1000,1000,1300,1000,1000,1000,880,1000,720,1000,880,1000,1300,1600,1900,1600,1600,1600,1600,1300,1300,1300,880,880,880,880,880,880,1000,1600,1600,1900,1300,1000,590,480,2400,480,390,390
"ejemplos de diseño de paginas web",6,110,3,"Spain","1.56",15,,-22,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,40,30,40,40,20,30,20,50,70,90,40,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,140,170,170,140,140,70,70,50,70,70,70,70
"empresas de páginas web",6,320,10,"Spain","11.63",36,18,-32,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,140,260,320,210,170,140,90,140,210,170,140,260,170,210,170,140,90,90,110,140,140,210,140,170,140,110,140,90,170,140,140,210,320,320,320,210,390,590,390,320,260,210,260,320,260,260,260,260,480,590,480,390,260,140,110,880,210,210,110
"financlick",6,260,8,"Spain","1.76",2,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","40","50","40","40","40","40","50","90",50,50,140,90,70,90,50,70,40,50,90,110,70,170,210,90,90,110,110,70,40,70,90,70,70,110,140,140,110,140,70,110,70,90,90,110,110,110,210,210,110,170,110,70,50,110,170,170,140,140,260,170,210,210,140,110,,,,,,,,,,,,,,,,,,390,390,320,260,320,170,140,140,210,210,320,170
"google catala",6,590,19,"Spain","",,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720,880,1300,1000,720,1000,880,880,720,1000,880,720,,,,,,,,,,,,,,,,,,720,590,880,720,590,590,720,480,590,590,590,480
